ID,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,TotalCoffeeQuantityByBag,TotalCoffeQuantity
154.0,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0224,exportadora de cafe condor s.a,1750 msnm,huila,,250.0,70 kg,AlmacafÃ©,2012,"July 17th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,0.0,0.0,0.0,Green,2.0,"July 17th, 2014",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,70.0,17500.0
155.0,Arabica,lusso lab,Costa Rica,la chaparral,,,,lusso coffee lab,1450 ~ 1700 m,tres rios,,1.0,1 kg,Specialty Coffee Association,2012,"March 12th, 2013",LUSSO LAB,Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,0.0,0.0,Bluish-Green,2.0,"March 12th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1450.0,1700.0,1575.0,1.0,1.0
156.0,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0005,exportadora de cafe condor s.a,1800 msnm,huila,varios,250.0,70 kg,AlmacafÃ©,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,0.0,0.0,Green,6.0,"October 9th, 2013",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,70.0,17500.0
157.0,Arabica,nucoffee,Brazil,fazenda recreio,,,002/1251/0069,nucoffee,1300m,vale da grama,Homero Texeira de Macedo Junior,37.0,60 kg,NUCOFFEE,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Semi-washed / Semi-pulped,8,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,0.12,0.0,0.0,Green,2.0,"December 22nd, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1300.0,1300.0,1300.0,60.0,2220.0
158.0,Arabica,nucoffee,Brazil,fazenda vista alegre,,,002/1251/0076,nucoffee,1100m,mountains of minas gerais,Geraldo PaixÃ£o,35.0,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,0.11,0.0,0.0,Blue-Green,1.0,"December 2nd, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1100.0,1100.0,1100.0,60.0,2100.0
159.0,Arabica,max gurdian,Costa Rica,,S015.367,beneficio santo domingo - beneficio dosmil,5-0015-0029,beneficios volcafÃ© costa rica,1200,valle central,Various,275.0,18975 kg,Specialty Coffee Association of Costa Rica,2017 / 2018,"November 28th, 2017",Max Gurdian,Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,0.1,0.0,0.0,Bluish-Green,2.0,"November 28th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200.0,1200.0,1200.0,18975.0,5218125.0
160.0,Arabica,ecom japan limited,Uganda,kawacom sipi project,035/170/5071146????,kawacom,035/170/5071146????,kawacom uganda ltd,1750,eastern uganda,Kawacom Uganda Ltd,200.0,12000 kg,Uganda Coffee Development Authority,2016,"March 14th, 2017",ECOM Japan Limited,SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,0.11,0.0,0.0,Green,1.0,"March 14th, 2018",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1750.0,1750.0,1750.0,12000.0,2400000.0
161.0,Arabica,yunnan coffee exchange,China,menglian banâ€™an coffee processing factory,YNC-16018,menglian banâ€™an coffee processing factory,,yunnan coffee exchange,1680,yunnan,Menglian Banâ€™an Coffee Processing Factory,3.0,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,0.1,0.0,0.0,Green,1.0,"April 6th, 2017",Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1680.0,1680.0,1680.0,60.0,180.0
162.0,Arabica,fabian calderon mora,Costa Rica,coopetarrazÃº,,coopetarrazÃº,5-114-0170,coopetarrazÃº.r.l,1700,tarrazu,CoopetarrazÃº,250.0,1 lbs,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,0.0,0.0,Green,0.0,"July 5th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1700.0,1700.0,1700.0,0.4535147392290249,113.37868480725622
163.0,Arabica,federacion nacional de cafeteros,Colombia,,,cauca,01-4008,federacion nacional de cafeteros,1800,cauca,,275.0,2 kg,AlmacafÃ©,2015/2016,"June 5th, 2015",Federacion Nacional de Cafeteros,Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,0.12,1.0,0.0,Green,0.0,"June 4th, 2016",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,2.0,550.0
164.0,Arabica,eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",,"puer jiangcheng fuwang coffee biotechnology co., ltd",1,"puer jiangcheng fuwang coffee biotechnology co., ltd",above 1100m,yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",1.0,2 kg,Specialty Coffee Association,2013,"June 16th, 2014",Eric Wu,Other,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,84.5,0.0,0.0,0.0,Green,2.0,"June 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1100.0,1100.0,1100.0,2.0,2.0
165.0,Arabica,juan luis alvarado romero,Guatemala,el sacramento,,beneficio ixchel,11/23/0398,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,250.0,69 kg,Asociacion Nacional Del CafÃ©,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,0.11,0.0,0.0,Green,2.0,"February 26th, 2014",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,69.0,17250.0
166.0,Arabica,dream together,Kenya,rumukia farmers,,sasini,,dream together co. ltd,2000 m,nyeri,,235.0,60 kg,Specialty Coffee Institute of Asia,2012,"September 16th, 2012",Dream Together,SL28,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,0.11,0.0,0.0,Blue-Green,0.0,"September 16th, 2013",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,2000.0,2000.0,2000.0,60.0,14100.0
167.0,Arabica,maria imelda uscanga martinez,Mexico,la barranca,,hustusco,1104548679,,1350,hustusco,MARIA IMELDA USCANGA MARTINEZ,56.0,1 kg,AMECAFE,2012,"July 11th, 2012",MARIA IMELDA USCANGA MARTINEZ,Typica,Washed / Wet,8,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,0.12,0.0,0.0,Green,0.0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1350.0,1350.0,1350.0,1.0,56.0
168.0,Arabica,alfredo bojalil,Mexico,finca el retiro,,agroindustrias unidas de mexico,2222,ecomtrading,1500,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,250.0,1 kg,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.5,0.11,0.0,0.0,,4.0,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1500.0,1500.0,1500.0,1.0,250.0
169.0,Arabica,juan luis alvarado romero,Guatemala,nueva granada,,beneficio nueva granada,11/326/06,"transcafe, s.a",,"el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",250.0,69 kg,Asociacion Nacional Del CafÃ©,2012,"February 16th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,84.5,0.11,0.0,0.0,Green,2.0,"February 15th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,,,,69.0,17250.0
170.0,Arabica,daniel friedlander,Brazil,,,mmm,mmm,,mmm,mmm,mmm,27.0,60 kg,NUCOFFEE,mmm,"March 23rd, 2011",Daniel Friedlander,,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,8.13,84.5,0.0,0.0,0.0,,4.0,"March 22nd, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,,,,60.0,1620.0
171.0,Arabica,alexandra katona-carroll,Brazil,,,,TEST,,test,test,,320.0,60 kg,NUCOFFEE,TEST,"March 22nd, 2011",Alexandra Katona-Carroll,,,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.5,0.0,2.0,0.0,,0.0,"March 21st, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,,,,60.0,19200.0
172.0,Arabica,max gurdian,Costa Rica,several farmers,5-0015-0231,beneficio san diego,5-0015-0231,beneficios volcafÃ© costa rica,1300,tarrazu,Beneficio San Diego,275.0,69 kg,Specialty Coffee Association of Costa Rica,2016,"March 23rd, 2017",Max Gurdian,Caturra,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,0.0,0.0,Blue-Green,3.0,"March 23rd, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1300.0,1300.0,1300.0,69.0,18975.0
173.0,Arabica,aulia arif syahri,Indonesia,darmawi,MANDHELING BRASTAGI,dry mill,To be advice,pt. olam indonesia,1400,sumatra brastagi,Surbakti,200.0,30 kg,Specialty Coffee Association,2017,"March 14th, 2017",Aulia Arif Syahri,Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,0.0,0.0,0.0,Blue-Green,3.0,"March 14th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400.0,1400.0,1400.0,30.0,6000.0
174.0,Arabica,carcafe ltda ci,Colombia,,3-59-0318,neiva,3-59-0318,carcafe ltda,,pitalito,FRANKLIN DUSSAN,304.0,35 kg,AlmacafÃ©,2015/2016,"January 25th, 2016",CARCAFE LTDA CI,Caturra,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,84.42,0.0,0.0,0.0,Green,1.0,"January 24th, 2017",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,35.0,10640.0
175.0,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2940,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,275.0,70 kg,AlmacafÃ©,2014,"July 9th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,0.0,0.0,0.0,Green,3.0,"July 9th, 2015",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,70.0,19250.0
176.0,Arabica,kao ming lee,Taiwan,tropica galliard,,tropica galliard,Taiwan,tropica galliard,1200m,"mountain ali, taiwan",Kao Ming Lee,2.0,2 kg,Specialty Coffee Association,2012,"July 10th, 2013",Kao Ming Lee,Typica,Washed / Wet,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,0.11,0.0,0.0,Blue-Green,0.0,"July 10th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0,2.0,4.0
177.0,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2234501 KONA FANCY,kona pacific farmers cooperative,,kona,,5.0,100 lbs,Specialty Coffee Association,2012,"January 21st, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,0.11,0.0,0.0,Blue-Green,1.0,"January 21st, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,45.351473922902485,226.75736961451247
178.0,Arabica,maria amalia guadalupe toriello elorza,Mexico,finca la chiripa,,finca hamburgo,1506545936,finca hamburgo,900,tapachula,MARIA AMALIA GUADALUPE TORIELLO ELORZA,69.0,1 kg,AMECAFE,2012,"June 6th, 2012",MARIA AMALIA GUADALUPE TORIELLO ELORZA,Pacamara,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,0.12,2.0,0.0,,4.0,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,900.0,900.0,900.0,1.0,69.0
179.0,Arabica,ethiopia commodity exchange,Ethiopia,phone number | 0911-513824 email: gmt.ft,,,010/0157,,,limu,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360.0,6 kg,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,7.75,84.42,0.2,0.0,0.0,,2.0,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,,,,6.0,2160.0
180.0,Arabica,lydiah mwangi,Kenya,kigwandi,K25159,central kenya coffee mills,,c dorman ltd,1800,nyeri,mutheka,150.0,60 kg,Kenya Coffee Traders Association,2017 / 2018,"August 3rd, 2017",Lydiah Mwangi,SL28,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,0.11,0.0,0.0,Green,4.0,"August 3rd, 2018",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1800.0,1800.0,1800.0,60.0,9000.0
181.0,Arabica,bismarck castro,Honduras,las cuchillas,152,cigrah s.a de c.v.,13-111-023,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275.0,66 kg,Instituto HondureÃ±o del CafÃ©,2016,"May 11th, 2017",Bismarck Castro,Caturra,,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,0.0,0.0,Green,3.0,"May 11th, 2018",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500.0,1500.0,1500.0,66.0,18150.0
182.0,Arabica,raÃºl vargas,Colombia,,1,san josÃ© / neiva,03-05-0845,skn caribecafe ltda,,huila,,275.0,70 kg,AlmacafÃ©,2016,"February 20th, 2017",RaÃºl Vargas,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,7.5,84.33,0.0,0.0,3.0,Green,5.0,"February 20th, 2018",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,70.0,19250.0
183.0,Arabica,bismarck castro,Honduras,los hicaques,76,dry mill,13-111-032,cigrah s.a de c.v,1500,central region,Reinerio Zepeda,275.0,69 kg,Instituto HondureÃ±o del CafÃ©,2016,"April 4th, 2016",Bismarck Castro,Catuai,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,0.0,1.0,Green,2.0,"April 4th, 2017",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500.0,1500.0,1500.0,69.0,18975.0
184.0,Arabica,racafe & cia s.c.a,Colombia,,3-37-1704,bogota - bachue,3-37-1704,racafe & cia s.c.a,,la plata,,275.0,70 kg,AlmacafÃ©,2016,"February 16th, 2016",Racafe & Cia S.C.A,,,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.83,84.33,0.0,0.0,2.0,,4.0,"February 15th, 2017",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,70.0,19250.0
185.0,Arabica,carcafe ltda ci,Colombia,,,neiva,3-59-2235,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,250.0,70 kg,AlmacafÃ©,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,0.11,6.0,0.0,Green,0.0,"April 28th, 2016",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0,70.0,17500.0
186.0,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0225,exportadora de cafe condor s.a,1800,huila,,275.0,70 kg,AlmacafÃ©,2013,"July 19th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,0.0,0.0,0.0,Green,0.0,"July 19th, 2014",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,70.0,19250.0
187.0,Arabica,victor hugo melchor cordova,Mexico,la distancia,,la distancia,1506680144,,1700,tuxtla gutierrez,VICTOR HUGO MELCHOR CORDOVA,100.0,80 kg,AMECAFE,2012,"July 27th, 2012",VICTOR HUGO MELCHOR CORDOVA,Typica,Washed / Wet,8,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,7.83,84.33,0.12,0.0,0.0,Blue-Green,1.0,"July 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1700.0,1700.0,1700.0,80.0,8000.0
188.0,Arabica,nucoffee,Brazil,santa alina,,,,,1200m to 1350m,vale da grama,Lucia Maria da Silva Dias,75.0,60 kg,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,Yellow Bourbon,,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,84.33,0.0,0.0,0.0,,4.0,"October 27th, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1200.0,1350.0,1275.0,60.0,4500.0
189.0,Arabica,nucoffee,Brazil,fazenda baipendi,,,002/1251/0360,,900-1200m,south of minas,AntÃ´nio Pelucio,80.0,60 kg,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,,,8,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,0.0,0.0,,2.0,"October 27th, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,900.0,1200.0,1050.0,60.0,4800.0
190.0,Arabica,benjamin schmerler,Ethiopia,,,,,,3600-6200 ft,limu,Oromia Coffee Farmers Cooperative Union,1.0,132 lbs,Specialty Coffee Association,,"June 14th, 2011",Benjamin Schmerler,,,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,7.75,84.33,0.0,0.0,0.0,,1.0,"June 13th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1097.28,1889.76,1493.52,59.86394557823129,59.86394557823129
192.0,Arabica,"lin, che-hao krude ???",Taiwan,???? good mood coffee,2017?????? NANTOU COFFEE EVALUATION EVENT 2017,???? good mood coffee,Taiwan,taiwan coffee laboratory,1000,??? guoshing township,??? Huang Mei Tao,10.0,5 kg,Specialty Coffee Association,2016,"August 10th, 2017","Lin, Che-Hao Krude ???",Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,0.12,0.0,0.0,Blue-Green,0.0,"August 10th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1000.0,1000.0,1000.0,5.0,50.0
193.0,Arabica,???? koju matsuzawa,Thailand,matsuzawa coffee,MCCRNX115/16,matsuzawa coffee,,matsuzawa coffee,1200,chiang rai thailand,Matsuzawa Coffee,20.0,25 kg,Specialty Coffee Institute of Asia,2015,"November 2nd, 2016",???? Koju Matsuzawa,Catimor,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,0.12,0.0,0.0,Green,0.0,"November 2nd, 2017",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1200.0,1200.0,1200.0,25.0,500.0
194.0,Arabica,carcafe ltda ci,Colombia,,3-59-3461,pasto,3-59-3461,carcafe ltda,2560,nariÃ±o,JOSE ALBEIRO GOMEZ,275.0,70 kg,AlmacafÃ©,2016,"August 5th, 2016",CARCAFE LTDA CI,Caturra,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,0.11,0.0,0.0,Green,2.0,"August 5th, 2017",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2560.0,2560.0,2560.0,70.0,19250.0
195.0,Arabica,juan luis alvarado romero,Guatemala,finca medina,11/11711/59,beneficio siembras vision (154),11/11711/59,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,230.0,69 kg,Asociacion Nacional Del CafÃ©,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.11,0.0,4.0,Green,4.0,"May 23rd, 2017",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,69.0,15870.0
196.0,Arabica,juan luis alvarado romero,Guatemala,finca san vicente,11/52/709,beneficio exportacafe agua santa,11/52/709,exportcafe,3607,huehuetenango,HORACIO CIFUENTES MARTINEZ,275.0,69 kg,Asociacion Nacional Del CafÃ©,2015,"April 6th, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,0.1,0.0,0.0,Green,1.0,"April 6th, 2017",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1099.4136,1099.4136,1099.4136,69.0,18975.0
197.0,Arabica,yunnan coffee exchange,China,menglian county nayun town mangzhang coffee farm,YNC-16017,menglian county nayun town mangzhang coffee farm,,yunnan coffee exchange,1400,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,3.0,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.1,0.0,0.0,Green,1.0,"April 6th, 2017",Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1400.0,1400.0,1400.0,60.0,180.0
198.0,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0637,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,275.0,70 kg,AlmacafÃ©,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,0.11,0.0,0.0,Green,3.0,"November 18th, 2016",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,70.0,19250.0
